Bachelor / Master;Campus;Dual;Fachbereich;Semester;Semester YoY T/F;Stand;Stand Semester Auswahl;Stand Semester Auswahl YoY (Kopie);Studiengang;Studiengang (Gruppe);Studienort;Winter / Sommer;Ausländische Studierende;Gesamtstudierende;Gesamtstudierende Semester Auswahl;Gesamtstudierende Semester Auswahl YoY;Studienanfängerinnen und Studienanfänger (1. FS);Studienanfängerinnen und Studienanfänger (1. HS);Studierende in der Regelstudienzeit;Weibliche Studierende
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Sommersemester;11;71;;;11;6;64;5
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Sommersemester;1;34;;;0;0;19;15
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Wintersemester;12;74;;;13;11;63;5
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Wintersemester;1;26;;;6;0;16;4
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Sommersemester;13;70;;;6;5;53;6
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Sommersemester;1;26;;;4;0;13;4
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Sommersemester;9;52;;;0;0;29;4
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Sommersemester;0;30;;;3;0;13;9
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Wintersemester;9;44;;;0;0;20;4
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Wintersemester;1;23;;;3;0;10;4
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Sommersemester;6;33;;;0;0;12;1
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Sommersemester;2;25;;;7;0;11;3
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Wintersemester;3;28;;28;0;0;6;1
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Wintersemester;2;28;;28;6;0;13;5
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Sommersemester;2;21;;;0;0;3;0
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Sommersemester;3;24;;;3;0;14;4
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Wintersemester;13;58;;;0;0;45;5
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Wintersemester;1;32;;;9;0;16;6
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Wintersemester;0;16;16;;0;0;2;0
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Angewandte Informatik;Angewandte Informatik;Birkenfeld;Wintersemester;2;24;24;;5;0;12;4
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Sommersemester;4;24;;;9;3;24;2
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Wintersemester;9;41;;;16;11;40;4
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Sommersemester;14;50;;;8;4;49;6
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Wintersemester;17;69;;69;22;15;69;6
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Sommersemester;16;69;;;6;5;68;9
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Wintersemester;3;14;;;14;10;14;0
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Wintersemester;17;76;76;;16;12;74;10
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Wintersemester;1;3;3;;2;1;3;1
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Sommersemester;0;1;;;0;0;1;0
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Wintersemester;0;2;;2;1;1;2;0
Bachelor;Umwelt-Campus Birkenfeld;dual;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Angewandte Informatik und Künstliche Intelligenz;Angewandte Informatik und Künstliche Intelligenz;Birkenfeld;Sommersemester;0;1;;;0;0;1;0
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Angewandte Naturwissenschaften und Technik;Angewandte Naturwissenschaften und Technik;Birkenfeld;Wintersemester;0;11;;;10;7;11;3
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Angewandte Naturwissenschaften und Technik;Angewandte Naturwissenschaften und Technik;Birkenfeld;Sommersemester;1;13;;;3;0;13;3
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Angewandte Naturwissenschaften und Technik;Angewandte Naturwissenschaften und Technik;Birkenfeld;Sommersemester;4;20;;;4;1;20;6
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Angewandte Naturwissenschaften und Technik;Angewandte Naturwissenschaften und Technik;Birkenfeld;Wintersemester;0;20;;;7;3;20;8
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Angewandte Naturwissenschaften und Technik;Angewandte Naturwissenschaften und Technik;Birkenfeld;Sommersemester;3;20;;;4;1;20;9
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Angewandte Naturwissenschaften und Technik;Angewandte Naturwissenschaften und Technik;Birkenfeld;Wintersemester;3;24;;24;7;2;21;11
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Angewandte Naturwissenschaften und Technik;Angewandte Naturwissenschaften und Technik;Birkenfeld;Sommersemester;2;21;;;2;1;17;9
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Angewandte Naturwissenschaften und Technik;Angewandte Naturwissenschaften und Technik;Birkenfeld;Wintersemester;3;17;;;7;5;17;3
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Angewandte Naturwissenschaften und Technik;Angewandte Naturwissenschaften und Technik;Birkenfeld;Wintersemester;0;18;18;;4;2;14;5
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Architektur;Architektur;Trier;Sommersemester;40;139;;;0;1;112;73
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Architektur;Architektur;Trier;Sommersemester;4;48;;;0;0;45;32
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Architektur;Architektur;Trier;Wintersemester;67;222;;;108;97;184;121
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Architektur;Architektur;Trier;Wintersemester;10;65;;;32;3;55;34
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Architektur;Architektur;Trier;Sommersemester;60;198;;;1;3;173;105
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Architektur;Architektur;Trier;Sommersemester;9;54;;;0;0;51;28
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Architektur;Architektur;Trier;Sommersemester;53;267;;;0;0;241;153
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Architektur;Architektur;Trier;Sommersemester;11;53;;;0;1;49;29
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Architektur;Architektur;Trier;Wintersemester;57;311;;;98;79;282;174
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Architektur;Architektur;Trier;Wintersemester;12;54;;;19;2;40;33
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Architektur;Architektur;Trier;Sommersemester;50;288;;;0;0;259;161
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Architektur;Architektur;Trier;Sommersemester;10;46;;;0;0;38;31
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Architektur;Architektur;Trier;Wintersemester;62;333;;333;67;58;258;182
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Architektur;Architektur;Trier;Wintersemester;12;41;;41;17;2;36;23
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Architektur;Architektur;Trier;Wintersemester;70;314;;;149;126;271;175
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Architektur;Architektur;Trier;Wintersemester;13;63;;;22;1;53;35
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Architektur;Architektur;Trier;Sommersemester;58;299;;;0;1;245;161
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Architektur;Architektur;Trier;Sommersemester;13;39;;;0;1;36;22
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Architektur;Architektur;Trier;Wintersemester;51;267;267;;43;38;168;139
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Architektur;Architektur;Trier;Wintersemester;10;46;46;;20;1;36;23
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2020;Falsch;02.06.2020;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;34;139;;;9;3;110;37
Master;Hauptcampus; ;Bauen + Leben;Sommersemester 2020;Falsch;02.06.2020;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;8;72;;;26;0;56;17
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2020/2021;Falsch;30.11.2020;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;39;152;;;43;37;114;37
Master;Hauptcampus; ;Bauen + Leben;Wintersemester 2020/2021;Falsch;30.11.2020;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;9;65;;;6;1;38;17
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2021;Falsch;02.06.2021;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;34;127;;;3;4;96;29
Master;Hauptcampus; ;Bauen + Leben;Sommersemester 2021;Falsch;02.06.2021;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;8;62;;;12;0;41;18
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2022;Falsch;31.05.2022;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;34;141;;;11;7;112;38
Master;Hauptcampus; ;Bauen + Leben;Sommersemester 2022;Falsch;31.05.2022;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;6;51;;;14;0;36;14
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;37;164;;;50;41;119;36
Master;Hauptcampus; ;Bauen + Leben;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;3;34;;;5;0;24;12
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2023;Falsch;31.05.2023;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;41;137;;;7;8;99;27
Master;Hauptcampus; ;Bauen + Leben;Sommersemester 2023;Falsch;31.05.2023;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;4;41;;;11;2;28;12
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;32;135;;135;38;28;102;34
Master;Hauptcampus; ;Bauen + Leben;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;4;30;;30;5;0;21;8
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;33;142;;;39;32;117;36
Master;Hauptcampus; ;Bauen + Leben;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;7;50;;;9;0;24;15
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2024;Falsch;31.05.2024;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;28;119;;;3;1;91;33
Master;Hauptcampus; ;Bauen + Leben;Sommersemester 2024;Falsch;31.05.2024;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;12;57;;;32;1;47;10
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;26;104;104;;21;18;75;31
Bachelor;Hauptcampus;dual;Bauen + Leben;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;2;31;31;;6;6;30;7
Master;Hauptcampus; ;Bauen + Leben;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;17;61;61;;11;2;46;10
Bachelor;Hauptcampus;dual;Bauen + Leben;Sommersemester 2020;Falsch;02.06.2020;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;0;6;;;0;0;6;1
Bachelor;Hauptcampus;dual;Bauen + Leben;Wintersemester 2020/2021;Falsch;30.11.2020;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;0;13;;;7;7;13;2
Bachelor;Hauptcampus;dual;Bauen + Leben;Sommersemester 2021;Falsch;02.06.2021;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;0;12;;;0;0;12;2
Bachelor;Hauptcampus;dual;Bauen + Leben;Sommersemester 2022;Falsch;31.05.2022;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;0;14;;;0;0;14;3
Bachelor;Hauptcampus;dual;Bauen + Leben;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;1;18;;;5;5;18;3
Bachelor;Hauptcampus;dual;Bauen + Leben;Sommersemester 2023;Falsch;31.05.2023;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;1;16;;;0;0;15;3
Bachelor;Hauptcampus;dual;Bauen + Leben;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;2;29;;29;15;13;29;6
Bachelor;Hauptcampus;dual;Bauen + Leben;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Wintersemester;0;16;;;6;6;16;3
Bachelor;Hauptcampus;dual;Bauen + Leben;Sommersemester 2024;Falsch;31.05.2024;;;Bauingenieurwesen;Bauingenieurwesen;Trier;Sommersemester;2;26;;;0;0;24;5
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2020;Falsch;02.06.2020;;;Bauingenieurwesen mit Praxissemester;Bauingenieurwesen;Trier;Sommersemester;15;67;;;2;1;47;18
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2020/2021;Falsch;30.11.2020;;;Bauingenieurwesen mit Praxissemester;Bauingenieurwesen;Trier;Wintersemester;11;61;;;8;7;45;20
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2021;Falsch;02.06.2021;;;Bauingenieurwesen mit Praxissemester;Bauingenieurwesen;Trier;Sommersemester;12;56;;;1;0;33;16
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2022;Falsch;31.05.2022;;;Bauingenieurwesen mit Praxissemester;Bauingenieurwesen;Trier;Sommersemester;13;48;;;0;0;34;13
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bauingenieurwesen mit Praxissemester;Bauingenieurwesen;Trier;Wintersemester;11;51;;;12;12;43;15
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2023;Falsch;31.05.2023;;;Bauingenieurwesen mit Praxissemester;Bauingenieurwesen;Trier;Sommersemester;11;58;;;0;1;49;18
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2023/2024;Wahr;30.11.2023;;;Bauingenieurwesen mit Praxissemester;Bauingenieurwesen;Trier;Wintersemester;17;84;;84;16;14;75;27
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2021/2022;Falsch;30.11.2021;;;Bauingenieurwesen mit Praxissemester;Bauingenieurwesen;Trier;Wintersemester;13;55;;;10;8;43;17
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2024;Falsch;31.05.2024;;;Bauingenieurwesen mit Praxissemester;Bauingenieurwesen;Trier;Sommersemester;11;64;;;2;1;51;21
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Bauingenieurwesen mit Praxissemester;Bauingenieurwesen;Trier;Wintersemester;15;91;91;;19;19;82;29
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2020;Falsch;02.06.2020;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Sommersemester;43;442;;;50;24;358;197
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2020/2021;Falsch;30.11.2020;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Wintersemester;42;452;;;106;84;333;201
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2021;Falsch;02.06.2021;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Sommersemester;58;453;;;50;33;358;203
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2022;Falsch;31.05.2022;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Sommersemester;66;430;;;30;15;306;196
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2022/2023;Falsch;30.11.2022;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Wintersemester;68;435;;;78;67;269;192
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2023;Falsch;31.05.2023;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Sommersemester;68;397;;;30;17;258;177
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2023/2024;Wahr;30.11.2023;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Wintersemester;63;379;;379;68;50;238;163
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2021/2022;Falsch;30.11.2021;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Wintersemester;70;453;;;77;68;305;198
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2024;Falsch;31.05.2024;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Sommersemester;61;348;;;24;15;219;143
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Betriebswirtschaft;Betriebswirtschaft;Trier;Wintersemester;60;373;373;;88;71;232;143
Bachelor;Hauptcampus;dual;Wirtschaft;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Betriebswirtschaft;Betriebswirtschaft;Trier;Wintersemester;4;72;72;;34;31;68;38
Bachelor;Hauptcampus;dual;Wirtschaft;Sommersemester 2020;Falsch;02.06.2020;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Sommersemester;2;36;;;1;1;33;16
Bachelor;Hauptcampus;dual;Wirtschaft;Wintersemester 2020/2021;Falsch;30.11.2020;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Wintersemester;1;34;;;10;9;30;18
Bachelor;Hauptcampus;dual;Wirtschaft;Sommersemester 2021;Falsch;02.06.2021;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Sommersemester;0;29;;;0;0;26;16
Bachelor;Hauptcampus;dual;Wirtschaft;Sommersemester 2022;Falsch;31.05.2022;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Sommersemester;0;31;;;0;0;31;23
Bachelor;Hauptcampus;dual;Wirtschaft;Wintersemester 2022/2023;Falsch;30.11.2022;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Wintersemester;0;39;;;12;9;37;28
Bachelor;Hauptcampus;dual;Wirtschaft;Sommersemester 2023;Falsch;31.05.2023;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Sommersemester;0;35;;;0;0;33;26
Bachelor;Hauptcampus;dual;Wirtschaft;Wintersemester 2023/2024;Wahr;30.11.2023;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Wintersemester;0;57;;57;30;25;54;37
Bachelor;Hauptcampus;dual;Wirtschaft;Wintersemester 2021/2022;Falsch;30.11.2021;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Wintersemester;0;36;;;17;11;32;24
Bachelor;Hauptcampus;dual;Wirtschaft;Sommersemester 2024;Falsch;31.05.2024;;;Betriebswirtschaft;Betriebswirtschaft;Trier;Sommersemester;0;52;;;0;0;51;33
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Sommersemester;21;70;;;8;3;43;36
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Sommersemester;19;76;;;8;7;58;34
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Wintersemester;23;99;;;32;27;81;49
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Sommersemester;38;109;;;35;22;95;58
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Sommersemester;33;104;;;8;4;80;56
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Wintersemester;31;97;;;19;16;74;51
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Bio- und Pharmatechnik;Bio- und Pharmatechnik;Birkenfeld;Sommersemester;26;89;;;9;5;58;43
